story_name,clause_num,total_bits,wording_bits,semantic_bits
McCaffrey,27,52.37518373900441,28.024157438407244,24.35102630059717
McCaffrey,28,20.58094644268162,10.665235793108256,9.915710649573363
McCaffrey,29,39.17255167663744,13.380151171512876,25.792400505124565
McCaffrey,30,8.1602438250282,4.113935077534935,4.046308747493264
McCaffrey,31,12.336169705101332,6.463950046482973,5.872219658618358
McCaffrey,32,25.66207892763935,3.2366859648590545,22.425392962780293
McCaffrey,33,11.385922921773275,6.308466727755574,5.077456194017701
McCaffrey,34,9.405695403295624,1.6142264173910676,7.791468985904557
McCaffrey,35,24.85283038312841,4.810506107240283,20.042324275888124
McCaffrey,36,29.78265115285233,3.6209530072277927,26.16169814562454
McCaffrey,37,29.766856273341816,14.99613870116731,14.770717572174506
McCaffrey,38,18.439445991362064,5.700336069762447,12.739109921599615
Furlow,1,37.41990262305749,25.083732903529206,12.336169719528282
Furlow,2,46.88758882889131,19.002998741709316,27.884590087181994
Furlow,3,69.04084744504176,36.08710036848624,32.95374707655552
Furlow,4,142.22380760513582,96.38442687746345,45.83938072767236
Furlow,5,82.47030948581676,42.85924331972492,39.61106616609184
Furlow,6,26.81612929880842,17.877478217526026,8.938651081282398
Furlow,7,47.77324720883895,41.37014323398817,6.403103974850786
Furlow,8,59.33664519673112,47.74683066338722,11.589814533343896
Furlow,9,60.040910021996154,42.24281347916085,17.798096542835303
Furlow,10,30.825928188785483,17.048401468742654,13.777526720042829
Furlow,11,37.70071037999414,21.514594855529822,16.186115524464316
Furlow,12,59.87360529905648,47.24879092207121,12.624814376985272
Furlow,13,85.22713909660206,53.528529655169265,31.698609441432787
Furlow,14,25.6078369757791,20.67393263927544,4.9339043365036614
Furlow,15,76.5980898271984,39.47123463432148,37.12685519287692
Furlow,16,22.83942811368167,12.140026945218546,10.699401168463126
Furlow,17,69.12678923586297,50.092618987429006,19.03417024843397
Furlow,18,9.720932723922802,5.970841388486432,3.7500913354363696
Furlow,19,17.120732555549495,4.182970297387295,12.937762258162198
Furlow,20,32.584620025078074,23.934085307247763,8.650534717830308
Furlow,21,48.11719047584815,36.22677781465545,11.890412661192702
Furlow,22,9.244026203531336,5.944248744504083,3.2997774590272524
Furlow,23,43.000219567974334,33.88448966643208,9.115729901542254
Furlow,24,15.744254966433072,7.545222861867646,8.199032104565426
Furlow,25,18.4295838290512,9.863934237569481,8.56564959148172
Furlow,26,38.22208474049872,30.48318464475479,7.7389000957439364
Furlow,27,15.689308581209039,5.717682936830833,9.971625644378205
Furlow,28,16.078159960193606,11.543673643072708,4.534486317120896
Furlow,29,33.521350366353474,11.946657861192662,21.574692505160815
Furlow,30,54.476266880284015,36.77465674116745,17.701610139116568
Furlow,31,19.43834323774583,13.896506390199432,5.541836847546397
Furlow,32,26.832859767207108,19.57289146735077,7.259968299856334
Furlow,33,55.428230767617386,38.458600781532844,16.96962998608454
Furlow,34,26.685631608654177,18.1884889062312,8.497142702422979
Furlow,35,55.367692867908836,33.900955970155316,21.466736897753524
Furlow,36,21.208603312970762,11.137651501032614,10.070951811938146
Furlow,37,25.524360729142334,16.468464267976334,9.055896461165998
Furlow,38,30.250454977053217,21.56478626721802,8.685668709835193
Furlow,39,22.074361231101836,7.267364936737783,14.806996294364051
Furlow,40,31.485780224150496,20.805971292777667,10.67980893137283
Furlow,41,33.77794297465972,19.097393816572264,14.68054915808746
Furlow,42,157.59523720742152,102.8915239204845,54.70371328693702
Furlow,43,24.72393969511056,17.170043432025093,7.553896263085465
Furlow,44,12.593114537302949,7.316499691888179,5.27661484541477
Furlow,45,33.63564589726222,10.734271015846007,22.901374881416213
Furlow,46,33.942782153414946,23.29788709658237,10.644895056832576
Hester,1,83.37762942830278,41.90291521021071,41.474714218092075
Hester,2,48.048507494606646,24.17729354025798,23.871213954348665
Hester,3,24.672339410202664,12.291085485073552,12.381253925129112
Hester,4,30.431848518751572,22.586489793340572,7.845358725411
Hester,5,96.84160906024893,59.00344463056359,37.838164429685335
Hester,6,22.674368792647464,17.554095821858017,5.120272970789446
Hester,7,51.039563717796035,31.379673789380632,19.6598899284154
Hester,8,53.153326810385416,43.18513531760843,9.968191492776985
Hester,9,24.115831059135886,10.316130288120817,13.79970077101507
Hester,10,93.86992497241057,89.04749841071022,4.822426561700362
Hester,11,107.43287856244825,78.68570055055308,28.74717801189518
Hester,12,26.341864429499655,19.160793511806546,7.181070917693109
Hester,13,4.7964915671073305,3.9316719845249586,0.8648195825823719
Hester,14,27.259046548723497,9.216200785581254,18.042845763142243
Hester,15,18.777577641570414,18.9998287569476,-0.2222511153771872
Hester,16,33.67227683324827,16.072524439903606,17.59975239334466
Hester,17,13.660518668417373,8.509646530243495,5.150872138173877
Hester,18,7.098898983798802,5.828145321036374,1.2707536627624278
Hester,19,58.5468293203573,41.58104624852818,16.965783071829115
Hester,20,53.94718772323725,40.7158496925593,13.231338030677946
Hester,21,45.371631930457205,46.09861497840516,-0.7269830479479542
Hester,22,22.412492881310186,16.652983758334326,5.75950912297586
Hester,23,26.05304364855343,13.536537063340976,12.516506585212452
Hester,24,55.799471135055825,36.59641116841594,19.203059966639888
Hester,25,32.957445392110856,19.254308042079376,13.703137350031476
Hester,26,12.203734801556251,9.805817856042173,2.3979169455140785
Hester,27,53.67276394307222,46.09861497840516,7.5741489646670574
Hester,28,83.42834916140708,50.77328502810866,32.65506413329843
Hester,29,28.431588468815335,15.752003817111019,12.679584651704317
Hester,30,88.02570684729672,67.78876971921316,20.236937128083547
Hester,31,40.02351632966179,22.254698111212956,17.768818218448835
Hester,32,64.71593230280851,37.980285394413805,26.735646908394703
Hester,33,18.50143679390026,9.21549634644669,9.285940447453571
Hester,34,35.28826434847574,26.786366642941694,8.501897705534052
Hester,35,7.083858057437998,4.814853796713052,2.2690042607249454
Hester,36,22.007615448535677,9.825806371307873,12.181809077227802
Hester,37,21.28362628277927,18.652891588703284,2.6307346940759864
Hester,38,63.80826016528101,31.96541645037222,31.842843714908792
Hester,39,7.664317404722618,6.405481448273772,1.2588359564488465
Hester,40,34.74373149804261,21.131819245325843,13.611912252716765
Hester,41,54.1546015518326,26.539812337026543,27.614789214806056
Hester,42,22.18363763173411,11.654975312708986,10.528662319025123
Hester,43,42.13727941936578,29.222015231508653,12.91526418785713
Hester,44,55.84244203190914,30.207836296881805,25.63460573502733
Hester,45,8.563184034313007,6.4729316613183245,2.090252372994683
Hester,46,45.98062112039952,31.874631621745827,14.105989498653688
Hester,47,78.08617728139066,34.48916415989452,43.59701312149614
Hester,48,65.74265497724122,59.85493759995461,5.8877173772866005
Hester,49,75.26528756252829,48.57824706550611,26.687040497022178
Hester,50,13.733780525962514,4.578866100899502,9.154914425063012
Hester,51,77.88580786895534,43.875179240911436,34.01062862804391
Hester,52,110.16470051614982,26.508156498100277,83.65654401804954
Hester,53,40.192582154765965,22.141987558258116,18.05059459650785
Hester,54,27.436565657869405,13.601345651271336,13.835220006598071
Adamo,1,40.801219125140996,24.497638057595015,16.30358106754598
Adamo,2,47.96961010955803,26.227745001161075,21.741865108396954
Adamo,3,71.07527287379534,35.04804998323012,36.02722289056521
Adamo,4,78.20826570081068,59.229394047069164,18.97887165374152
Adamo,5,30.992935729242454,10.007287970062096,20.98564775918036
